MK935774.1;CST;Human_feces;MK935774.1;1;1167;+;Beta-lactamase
MK935775.1;PIP;Human_feces;MK935775.1;1;1167;+;Beta-lactamase
MK935776.1;CAZ;Human_feces;MK935776.1;1;1146;+;Beta-lactamase
MK935778.1;CST;Human_feces;MK935778.1;1;1134;+;Beta-lactamase
MK935781.1;AMX;Human_feces;MK935781.1;1;891;+;Extended-spectrum beta-lactamase PER-1
MK935782.1;AMX;Human_feces;MK935782.1;1;891;+;Extended-spectrum beta-lactamase PER-1
MK935786.1;ATM;Human_feces;MK935786.1;1;891;+;Extended-spectrum beta-lactamase PER-1
MK935787.1;PEN;Human_feces;MK935787.1;1;909;+;Extended-spectrum beta-lactamase PER-1
MK935788.1;PIP;Human_feces;MK935788.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935789.1;ATM;Human_feces;MK935789.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935790.1;ATM;Human_feces;MK935790.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935791.1;PEN;Human_feces;MK935791.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935792.1;PIP;Human_feces;MK935792.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935793.1;ATM;Human_feces;MK935793.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935796.1;PIP;Human_feces;MK935796.1;49;939;+;Extended-spectrum beta-lactamase PER-1
MK935797.1;AMP;Human_feces;MK935797.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935798.1;CAZ;Human_feces;MK935798.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935800.1;PEN;Human_feces;MK935800.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935802.1;AMP;Human_feces;MK935802.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935804.1;FEP;Human_feces;MK935804.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935806.1;PEN;Human_feces;MK935806.1;1;891;+;Extended-spectrum beta-lactamase PER-1
MK935812.1;CAZ;Human_feces;MK935812.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935813.1;CAZ;Human_feces;MK935813.1;25;915;+;Extended-spectrum beta-lactamase PER-1
MK935816.1;AMX;Pan_troglodytes_feces;MK935816.1;1;867;+;Extended-spectrum beta-lactamase PER-1
MK935817.1;ATM;Human_feces;MK935817.1;1;906;+;Extended-spectrum beta-lactamase PER-1
MK935819.1;ATM;Human_feces;MK935819.1;1;906;+;Extended-spectrum beta-lactamase PER-1
MK935820.1;ATM;Human_feces;MK935820.1;1;906;+;Extended-spectrum beta-lactamase PER-1
MK935821.1;ATM;Human_feces;MK935821.1;1;906;+;Extended-spectrum beta-lactamase PER-1
MK935825.1;AMX;Human_feces;MK935825.1;1;906;+;Extended-spectrum beta-lactamase PER-1
MK935827.1;AMX;Human_feces;MK935827.1;1;996;+;Extended-spectrum beta-lactamase PER-1
MK935828.1;AMX;Human_feces;MK935828.1;1;996;+;Extended-spectrum beta-lactamase PER-1
MK935829.1;AMX;Human_feces;MK935829.1;1;999;+;Extended-spectrum beta-lactamase PER-1
MK935832.1;CHL;Human_feces;MK935832.1;1;624;+;Chloramphenicol acetyltransferase
MK935834.1;CHL;Human_feces;MK935834.1;1;669;+;Chloramphenicol acetyltransferase
MK935836.1;CHL;Human_feces;MK935836.1;1;537;+;Chloramphenicol acetyltransferase
MK935837.1;CHL;Human_feces;MK935837.1;1;624;+;Chloramphenicol acetyltransferase
MK935838.1;CHL;Human_feces;MK935838.1;1;537;+;Chloramphenicol acetyltransferase
MK935840.1;CHL;Human_feces;MK935840.1;1;537;+;Chloramphenicol acetyltransferase 3
MK935842.1;CHL;Human_feces;MK935842.1;1;624;+;Chloramphenicol acetyltransferase
MK935845.1;CHL;Human_feces;MK935845.1;37;357;+;Chloramphenicol acetyltransferase
MK935846.1;CHL;Human_feces;MK935846.1;1;624;+;Chloramphenicol acetyltransferase
MK935848.1;CHL;Human_feces;MK935848.1;1;624;+;Chloramphenicol acetyltransferase
MK935850.1;CHL;Human_feces;MK935850.1;1;537;+;Chloramphenicol acetyltransferase
MK935853.1;GEN;Pan_troglodytes_feces;MK935853.1;1;753;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935854.1;GEN;Gorilla_feces;MK935854.1;1;762;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935855.1;GEN;Pan_troglodytes_feces;MK935855.1;1;738;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935857.1;GEN;Gorilla_feces;MK935857.1;1;762;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935858.1;GEN;Gorilla_feces;MK935858.1;1;780;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935859.1;GEN;Pan_troglodytes_feces;MK935859.1;46;237;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935860.1;GEN;Gorilla_feces;MK935860.1;1;753;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935862.1;GEN;Gorilla_feces;MK935862.1;1;753;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935864.1;GEN;Pan_troglodytes_feces;MK935864.1;37;780;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935865.1;GEN;Gorilla_feces;MK935865.1;1;834;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935866.1;GEN;Pan_troglodytes_feces;MK935866.1;1;528;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935867.1;GEN;Gorilla_feces;MK935867.1;1;762;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935868.1;GEN;Gorilla_feces;MK935868.1;1;753;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935869.1;GEN;Pan_troglodytes_feces;MK935869.1;1;834;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935870.1;GEN;Gorilla_feces;MK935870.1;1;738;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935872.1;GEN;Pan_troglodytes_feces;MK935872.1;1;819;+;16S rRNA (guanine(1405)-N(7))-methyltransferase
MK935873.1;CST;Human_feces;MK935873.1;1;861;+;Beta-lactamase SHV-1
MK935874.1;AMP;Human_feces;MK935874.1;91;819;+;Beta-lactamase SHV-1
MK935884.1;PIP;Human_feces;MK935884.1;1;861;+;Beta-lactamase TEM
MK935892.1;PEN;Human_feces;MK935892.1;1;861;+;Beta-lactamase TEM
MK935898.1;AMP;Human_feces;MK935898.1;1;861;+;Beta-lactamase TEM
MK935900.1;PEN;Human_feces;MK935900.1;1;861;+;Beta-lactamase TEM
MK935905.1;PEN;Human_feces;MK935905.1;1;861;+;Beta-lactamase TEM
MK935921.1;CST;Human_feces;MK935921.1;154;675;+;Beta-lactamase 1
MK935925.1;CAZ;Human_feces;MK935925.1;1;891;+;Extended-spectrum beta-lactamase PER-1
MK935928.1;PEN;Gorilla_feces;MK935928.1;1;861;+;Beta-lactamase 1
MK935929.1;ATM;Human_feces;MK935929.1;1;891;+;Extended-spectrum beta-lactamase PER-1
MK935931.1;AMX;Pan_troglodytes_feces;MK935931.1;1;870;+;Beta-lactamase SHV-1
MK935932.1;AMP;Gorilla_feces;MK935932.1;1;855;+;Beta-lactamase
MK935937.1;PIP;Gorilla_feces;MK935937.1;67;873;+;Beta-lactamase PSE-4
MK935943.1;CAZ;Human_feces;MK935943.1;73;993;+;Extended-spectrum beta-lactamase PER-1
MK935946.1;AMP;Human_feces;MK935946.1;67;873;+;Beta-lactamase PSE-4
MK935948.1;PEN;Human_feces;MK935948.1;10;900;+;Extended-spectrum beta-lactamase PER-1
MK935949.1;PIP;Gorilla_feces;MK935949.1;1;855;+;Beta-lactamase
MK935951.1;ATM;Human_feces;MK935951.1;1;525;+;Extended-spectrum beta-lactamase PER-1
MK935952.1;PEN;Gorilla_feces;MK935952.1;1;708;+;Beta-lactamase
MK935959.1;ATM;Human_feces;MK935959.1;160;888;+;Extended-spectrum beta-lactamase PER-1
MK935960.1;ATM;Human_feces;MK935960.1;88;1044;+;Extended-spectrum beta-lactamase PER-1
MK935965.1;CST;Human_feces;MK935965.1;67;873;+;Beta-lactamase PSE-4
MK935971.1;CAZ;Human_feces;MK935971.1;1;897;+;Extended-spectrum beta-lactamase PER-1
MK935976.1;PEN;Pan_troglodytes_feces;MK935976.1;1;390;+;Beta-lactamase TEM-12
MK935979.1;PEN;Human_feces;MK935979.1;1;1143;+;Beta-lactamase
MK935982.1;PEN;Human_feces;MK935982.1;1;873;+;Beta-lactamase
MK935990.1;ATM;Pan_troglodytes_feces;MK935990.1;1;1143;+;Beta-lactamase
MK935991.1;CAZ;Gorilla_feces;MK935991.1;1;1143;+;Beta-lactamase
MK935996.1;AMP;Gorilla_feces;MK935996.1;1;852;+;Beta-lactamase OXA-133
MK935997.1;AMX;Human_feces;MK935997.1;1;858;+;Beta-lactamase OXA-10
MK935998.1;CST;Gorilla_feces;MK935998.1;1;879;+;Beta-lactamase OXA-133
MK936002.1;TET;Human_feces;MK936002.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(32)
MK936003.1;TET;Human_feces;MK936003.1;1;1686;+;tetracycline resistance ribosomal protection protein Tet(W)
MK936004.1;TET;Human_feces;MK936004.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(O)
MK936006.1;TET;Human_feces;MK936006.1;1;1365;+;tetracycline resistance ribosomal protection protein Tet(W)
MK936007.1;TET;Human_feces;MK936007.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(32)
MK936008.1;TET;Human_feces;MK936008.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(W)
MK936009.1;TET;Human_feces;MK936009.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(O)
MK936011.1;TET;Human_feces;MK936011.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(W)
MK936012.1;TET;Human_feces;MK936012.1;16;1935;+;tetracycline resistance ribosomal protection protein Tet(M)
MK936015.1;TET;Human_feces;MK936015.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(32)
MK936016.1;TET;Pan_troglodytes_feces;MK936016.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(W)
MK936020.1;TET;Human_feces;MK936020.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(W)
MK936021.1;TET;Human_feces;MK936021.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(32)
MK936024.1;TET;Human_feces;MK936024.1;1;1920;+;tetracycline resistance ribosomal protection protein Tet(O)
MK936025.1;TET;Human_feces;MK936025.1;1;1950;+;tetracycline resistance ribosomal protection protein Tet(32)
MK936026.1;TET;Human_feces;MK936026.1;22;1140;+;Tetracycline resistance protein TetO
MK936029.1;TET;Human_feces;MK936029.1;1;1926;+;tetracycline resistance ribosomal protection protein Tet(Q)
MK936030.1;TET;Human_feces;MK936030.1;97;1887;+;tetracycline resistance ribosomal protection protein Tet(Q)
MK936031.1;TET;Human_feces;MK936031.1;1;1926;+;tetracycline resistance ribosomal protection protein Tet(Q)
MK936032.1;TET;Pan_troglodytes_feces;MK936032.1;1;1926;+;tetracycline resistance ribosomal protection protein Tet(Q)
MK936033.1;TET;Human_feces;MK936033.1;1;1926;+;tetracycline resistance ribosomal protection protein Tet(Q)
MK936034.1;TET;Human_feces;MK936034.1;1;1926;+;tetracycline resistance ribosomal protection protein Tet(Q)
MK936035.1;TET;Gorilla_feces;MK936035.1;1;1926;+;tetracycline resistance ribosomal protection protein Tet(Q)
MK936036.1;TET;Human_feces;MK936036.1;1;1926;+;tetracycline resistance ribosomal protection protein Tet(Q)
MK936037.1;TET;Human_feces;MK936037.1;1;1926;+;tetracycline resistance ribosomal protection protein Tet(Q)
JN086157.1;AMX;human fecal matter;JN086157.1;155;1030;+;Beta-lactamase TEM
JN086158.1;AMX;human fecal matter;JN086158.1;1035;1919;+;Extended-spectrum beta-lactamase PER-1
JN086160.1;AMX;human fecal matter;JN086160.1;580;1380;+;rRNA adenine N-6-methyltransferase
JN086160.1;AMX;human fecal matter;JN086160.1;1583;2407;-;Beta-lactamase OXA-10
JN086161.1;CYC;human fecal matter;JN086161.1;2815;3870;+;D-alanine--D-alanine ligase
JN086162.1;CYC;human fecal matter;JN086162.1;396;1448;-;D-alanine--D-alanine ligase
JN086163.1;CYC;human fecal matter;JN086163.1;10;1404;-;UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
JN086163.1;CYC;human fecal matter;JN086163.1;1406;2461;-;D-alanine--D-alanine ligase
JN086164.1;CYC;human fecal matter;JN086164.1;74;1132;-;D-alanine--D-alanine ligase
JN086165.1;CYC;human fecal matter;JN086165.1;1311;2369;-;D-alanine--D-alanine ligase
JN086166.1;CYC;human fecal matter;JN086166.1;2617;3672;+;D-alanine--D-alanine ligase
JN086167.1;CYC;human fecal matter;JN086167.1;1564;2628;+;D-alanine--D-alanine ligase
JN086168.1;CYC;human fecal matter;JN086168.1;132;1193;-;D-alanine--D-alanine ligase
JN086169.1;KAN;human fecal matter;JN086169.1;207;1646;+;Bifunctional AAC/APH
JN086171.1;TET;human fecal matter;JN086171.1;874;2793;+;tetracycline resistance ribosomal protection protein Tet(O)
JN086172.1;TET;human fecal matter;JN086172.1;1831;3750;+;tetracycline resistance ribosomal protection protein Tet(W)
JN086173.1;TET;human fecal matter;JN086173.1;440;2359;+;tetracycline resistance ribosomal protection protein Tet(32)
KJ910910.1;CAZ;feces;KJ910910.1;22;1188;+;Beta-lactamase
KJ910913.1;PEN;feces;KJ910913.1;2948;4114;-;Beta-lactamase
KJ910914.1;TZP;feces;KJ910914.1;1989;2993;-;Beta-lactamase
KJ910915.1;PIP;feces;KJ910915.1;445;1611;+;Beta-lactamase
KJ910916.1;TET;feces;KJ910916.1;70;606;-;Bicyclomycin resistance protein
KJ910916.1;TET;feces;KJ910916.1;623;1261;-;Bicyclomycin resistance protein
KJ910926.1;ATM;feces;KJ910926.1;161;1294;+;Beta-lactamase
KJ910931.1;CHL;feces;KJ910931.1;3012;4244;-;Multidrug transporter MdfA
KJ910932.1;CAZ;feces;KJ910932.1;78;1244;+;Beta-lactamase
KJ910933.1;PEN;feces;KJ910933.1;2782;3948;+;Beta-lactamase
KJ910934.1;TZP;feces;KJ910934.1;1924;3090;-;Beta-lactamase
KJ910936.1;PIP;feces;KJ910936.1;2960;3229;-;Beta-lactamase
KJ910936.1;PIP;feces;KJ910936.1;3204;4127;-;Beta-lactamase
KJ910938.1;PIP;feces;KJ910938.1;3221;3490;-;Beta-lactamase
KJ910938.1;PIP;feces;KJ910938.1;3465;4388;-;Beta-lactamase
KJ910942.1;ATM;feces;KJ910942.1;1352;2260;+;Extended-spectrum beta-lactamase PER-1
KJ910943.1;CHL;feces;KJ910943.1;1345;1971;+;Chloramphenicol acetyltransferase
KJ910943.1;CHL;feces;KJ910943.1;2946;3572;-;Chloramphenicol acetyltransferase
KJ910946.1;FEP;feces;KJ910946.1;308;1216;+;Extended-spectrum beta-lactamase PER-1
KJ910947.1;CTX;feces;KJ910947.1;1200;2108;-;Extended-spectrum beta-lactamase PER-1
KJ910948.1;CAZ;feces;KJ910948.1;1330;2238;+;Extended-spectrum beta-lactamase PER-1
KJ910949.1;PIP;feces;KJ910949.1;1276;2184;+;Extended-spectrum beta-lactamase PER-1
KJ910950.1;TET;feces;KJ910950.1;1651;3570;+;tetracycline resistance ribosomal protection protein Tet(W)
KJ910954.1;TET;feces;KJ910954.1;588;1754;-;Flavin-dependent monooxygenase
KJ910958.1;TGC;feces;KJ910958.1;1021;2187;-;Flavin-dependent monooxygenase
KJ910959.1;CAZ;feces;KJ910959.1;1532;3334;-;putative peptidoglycan D%2CD-transpeptidase PenA
KJ910962.1;TZP;feces;KJ910962.1;66;1814;+;putative peptidoglycan D%2CD-transpeptidase PenA
KJ910965.1;CHL;feces;KJ910965.1;1187;1852;-;Chloramphenicol acetyltransferase
KJ910966.1;TET;feces;KJ910966.1;473;2674;+;Tetracycline resistance protein TetO
KJ910967.1;CHL;feces;KJ910967.1;271;807;-;Chloramphenicol acetyltransferase
KJ910969.1;CAZ;feces;KJ910969.1;522;2270;-;putative peptidoglycan D%2CD-transpeptidase PenA
KJ910971.1;CAZ;feces;KJ910971.1;287;2062;+;putative peptidoglycan D%2CD-transpeptidase PenA
KJ910976.1;CHL;feces;KJ910976.1;997;1638;-;Chloramphenicol acetyltransferase 2
KJ910977.1;CAZ;feces;KJ910977.1;121;1902;-;putative peptidoglycan D%2CD-transpeptidase PenA
KJ910979.1;CAZ;feces;KJ910979.1;301;2049;+;putative peptidoglycan D%2CD-transpeptidase PenA
KJ910980.1;CAZ;feces;KJ910980.1;301;2049;+;putative peptidoglycan D%2CD-transpeptidase PenA
KJ910983.1;CAZ;feces;KJ910983.1;703;1620;+;Beta-lactamase
KJ910984.1;PEN;feces;KJ910984.1;464;1354;+;Metallo-beta-lactamase L1 type 3
KJ910985.1;PEN;feces;KJ910985.1;4705;5652;+;Metallo-beta-lactamase L1 type 3
KJ910986.1;PEN;feces;KJ910986.1;712;1602;+;Metallo-beta-lactamase L1 type 3
KJ910987.1;PEN;feces;KJ910987.1;89;1045;+;Metallo-beta-lactamase L1 type 3
KJ910988.1;PEN;feces;KJ910988.1;1019;1969;+;Metallo-beta-lactamase L1 type 3
KJ910989.1;PEN;feces;KJ910989.1;390;1307;-;Beta-lactamase
KJ910991.1;PEN;feces;KJ910991.1;822;1709;+;Metallo-beta-lactamase L1 type 3
KJ910993.1;PEN;feces;KJ910993.1;1005;1445;+;Metallo-beta-lactamase L1 type 3
KJ910994.1;PEN;feces;KJ910994.1;1205;2056;+;Metallo-beta-lactamase type 2
KJ910995.1;TZP;feces;KJ910995.1;282;1199;-;Beta-lactamase 1
KJ910996.1;PIP;feces;KJ910996.1;201;1118;+;Beta-lactamase 1
KJ910997.1;TET;feces;KJ910997.1;61;1290;+;Bicyclomycin resistance protein
KJ911000.1;TET;feces;KJ911000.1;202;2121;+;tetracycline resistance ribosomal protection protein Tet(W)
KJ911001.1;TET;feces;KJ911001.1;837;1877;-;Tetracycline resistance protein TetM from transposon TnFO1
KJ911001.1;TET;feces;KJ911001.1;1889;2521;-;Tetracycline resistance protein TetM from transposon TnFO1
KJ911002.1;PEN;feces;KJ911002.1;446;805;-;Beta-lactamase TEM-12
KJ911002.1;PEN;feces;KJ911002.1;777;1223;-;Beta-lactamase TEM
KJ911005.1;TET;feces;KJ911005.1;74;1210;-;Flavin-dependent monooxygenase
KJ911006.1;TET;feces;KJ911006.1;6;1925;+;tetracycline resistance ribosomal protection protein Tet(M)
KJ911008.1;TET;feces;KJ911008.1;118;2043;-;tetracycline resistance ribosomal protection protein Tet(Q)
KJ911009.1;TET;feces;KJ911009.1;547;1683;+;Flavin-dependent monooxygenase
KJ911011.1;TGC;feces;KJ911011.1;209;1345;-;Flavin-dependent monooxygenase
KJ911011.1;TGC;feces;KJ911011.1;1545;1766;-;Flavin-dependent monooxygenase
GQ244488.1;AMX;soil;GQ244488.1;716;1609;-;Extended-spectrum beta-lactamase PER-1
GQ244489.1;CAR;soil;GQ244489.1;969;1868;+;Extended-spectrum beta-lactamase PER-1
GQ244491.1;AMX;soil;GQ244491.1;1155;2006;+;Metallo-beta-lactamase L1 type 3
GQ244493.1;CAZ;soil;GQ244493.1;445;1614;+;Beta-lactamase
GQ244494.1;PIP;soil;GQ244494.1;16;1179;-;Beta-lactamase
GQ244495.1;CAR;soil;GQ244495.1;763;1617;-;Beta-lactamase OXA-10
GQ244496.1;CAZ;soil;GQ244496.1;2910;3710;+;Beta-lactamase OXA-18
GQ244501.1;TET;soil;GQ244501.1;60;1520;-;Antiseptic resistance protein
KY686299.1;TET;Cabrales cheese;KY686299.1;360;2300;+;tetracycline resistance ribosomal protection protein Tet(S)
KY686300.1;TET;Cabrales cheese;KY686300.1;4587;6506;+;tetracycline resistance ribosomal protection protein Tet(M)
KY686301.1;TET;Cabrales cheese;KY686301.1;9100;11019;+;tetracycline resistance ribosomal protection protein Tet(M)
KY686302.1;TET;Cabrales cheese;KY686302.1;10349;11725;-;tetracycline efflux MFS transporter Tet(L)
KY686302.1;TET;Cabrales cheese;KY686302.1;25311;25958;-;Chloramphenicol acetyltransferase
KY686302.1;TET;Cabrales cheese;KY686302.1;29366;30103;+;rRNA adenine N-6-methyltransferase
KY686302.1;TET;Cabrales cheese;KY686302.1;31605;32399;-;Aminoglycoside 3'-phosphotransferase
KY686302.1;TET;Cabrales cheese;KY686302.1;33031;33939;-;Aminoglycoside 6-adenylyltransferase
KY686303.1;TET;Cabrales cheese;KY686303.1;23587;24264;-;Tetracycline repressor protein class A from transposon 1721
KY686303.1;TET;Cabrales cheese;KY686303.1;24343;25542;+;Tetracycline resistance protein%2C class C
KY686304.1;TET;Cabrales cheese;KY686304.1;19;1395;+;tetracycline efflux MFS transporter Tet(L)
KY686304.1;TET;Cabrales cheese;KY686304.1;9670;10578;+;Aminoglycoside 6-adenylyltransferase
KY686304.1;TET;Cabrales cheese;KY686304.1;11210;12004;+;Aminoglycoside 3'-phosphotransferase
KY686304.1;TET;Cabrales cheese;KY686304.1;33028;33675;-;Chloramphenicol acetyltransferase
JX009202.1;AMX;soil;JX009202.1;313;1467;+;Beta-lactamase
JX009202.1;AMX;soil;JX009202.1;1596;2876;-;Beta-lactamase
JX009203.1;AMX;soil;JX009203.1;146;1426;+;Beta-lactamase
JX009204.1;AMX;soil;JX009204.1;616;1752;+;Beta-lactamase
JX009205.1;AMX;soil;JX009205.1;627;1514;+;Beta-lactamase Toho-1
JX009206.1;AMX;soil;JX009206.1;701;1900;+;Beta-lactamase
JX009207.1;AMX;soil;JX009207.1;51;1226;+;Beta-lactamase
JX009208.1;AMX;soil;JX009208.1;216;782;+;Beta-lactamase
JX009208.1;AMX;soil;JX009208.1;797;1360;+;Beta-lactamase
JX009209.1;AMX;soil;JX009209.1;355;1491;-;Beta-lactamase
JX009210.1;AMX;soil;JX009210.1;753;1559;-;Beta-lactamase PSE-4
JX009211.1;AMX;soil;JX009211.1;275;1264;+;Beta-lactamase PSE-1
JX009212.1;AMX;soil;JX009212.1;56;1087;+;Beta-lactamase
JX009218.1;AMX;soil;JX009218.1;1;441;+;Beta-lactamase
JX009229.1;CAR;soil;JX009229.1;1599;2741;-;Beta-lactamase
JX009230.1;CAR;soil;JX009230.1;936;1823;+;Beta-lactamase Toho-1
JX009231.1;CAR;soil;JX009231.1;175;1257;-;Beta-lactamase
JX009232.1;CAR;soil;JX009232.1;867;1673;-;Beta-lactamase PSE-4
JX009233.1;CAR;soil;JX009233.1;289;1425;-;Beta-lactamase
